Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Sandstone,28.956289156372055,767.4009722040076,Anticline,0.8217102286255341,2.3683237847609413,677,1
Sandstone,12.845518196015185,660.1428986989163,Fault,0.04451885141159995,4.607915670302632,1430,0
Shale,18.960576252673093,446.50135801525323,None,0.9561656838882706,4.9938964392715315,4236,0
Sandstone,21.783337780339107,225.43603940496638,Dome,0.42415968300598916,1.2532055908754165,2536,0
Sandstone,11.008842210216015,727.1367024517886,Dome,0.2898954920513712,4.677840853830501,1985,0
Sandstone,4.416812232315509,708.15424135075,Anticline,0.5318213616419428,1.3069434040051275,2591,0
Limestone,6.197430486653425,154.14286435487202,None,0.8012141878430362,2.067642494917967,4763,0
Limestone,9.397994297418311,914.8370795939774,Anticline,0.4747550617686376,4.389618061166637,2884,1
Shale,19.08205261056677,65.34071089902812,Fault,0.6451056765863918,3.930880524621241,4588,0
Sandstone,11.948416472671632,55.982671183823484,None,0.49991438786685993,4.2874377861186765,2415,0
Sandstone,0.20444093700384358,188.16306724476456,None,0.6312722566411592,4.001283396522253,515,0
Shale,15.702215552024155,909.5513372507224,None,0.13803091519663657,1.1753050250502066,3434,0
Sandstone,27.645401757222537,520.4781259128849,None,0.038663386178099945,2.7939755771530104,1336,1
Sandstone,24.36232833026037,788.1529797522272,Anticline,0.13690140569739273,1.9262535918096098,2657,0
Limestone,24.756341137788933,228.61534488842412,Fault,0.28583814466392876,2.2985548422418436,2076,0
Shale,23.851740528183935,490.7317526790871,None,0.2533560624481068,0.7697815106181538,805,0
Shale,9.71192476831271,358.93117416025837,Dome,0.6151753496606469,1.5788377961258526,2553,0
Shale,22.95581501263176,828.0007784591264,Dome,0.45588942413424094,4.288235607110934,3390,0
Shale,4.294840734335789,23.581834919867397,Fault,0.03881198102684702,4.48779204943082,3844,0
Limestone,19.731484418278605,244.59888723613923,Dome,0.034865906317025575,3.050765419495693,4956,0
Limestone,19.24705700054983,153.4216500780764,Anticline,0.09058800212066576,2.491336285003764,1708,0
Sandstone,0.76709397269204,859.3298496828478,Anticline,0.353081157400866,3.5641984407465017,2358,0
Sandstone,23.639104007727948,468.07630584407195,Fault,0.00618295096372945,3.0442662511110115,3203,0
Sandstone,27.097443152853916,404.81582384932295,None,0.4939872654301404,4.9183750317390675,2471,1
Sandstone,8.02245835416323,450.0332793389788,Dome,0.3606696643093027,0.9504439608210163,1613,0
Limestone,24.371721725584525,971.9526261516329,Dome,0.5554413024408263,2.245223631232408,1483,0
Shale,2.472179155858446,850.4171269415882,Fault,0.7208252280828008,4.591202511427769,3810,1
Limestone,17.999035747831982,706.6624030784573,Fault,0.2509728154798544,4.573685299542621,4501,0
Sandstone,14.569405960028314,291.18848026403134,Dome,0.1570836476289097,2.476734232805868,3271,0
Limestone,16.37770599927,166.00782651892933,None,0.27805355596338754,0.6740450100069073,3652,0
Shale,27.786156056530352,921.5121953954289,Fault,0.0017631819519055014,4.074789837464513,2662,0
Shale,26.139457417405605,423.6524472736864,Anticline,0.12001295552578073,2.925825932516738,2627,0
Limestone,23.552509717192713,279.47704366916054,Dome,0.7508303636863344,3.8658300792862836,4139,1
Limestone,8.210953730351129,471.4499055912178,Fault,0.22280684240028514,2.3126181570529516,4774,0
Limestone,27.35455886058275,917.9295753975318,Fault,0.9942996338040386,1.019419609684133,1060,1
Sandstone,2.9252307739162573,387.68024607790187,Fault,0.16783152136480917,0.11994703739760415,2309,0
Limestone,25.599876496763635,563.0783562508514,Dome,0.7887717155654934,2.7956913441987608,4887,1
Limestone,9.844802170608233,803.1633348074582,Anticline,0.7050444718255345,0.8052308944079478,3432,1
Limestone,1.6131693498595012,427.7053985173428,Anticline,0.32213214281630764,0.9356860429891073,790,0
Shale,20.08070952722245,234.30826012444194,Dome,0.33073914356596523,2.1815281547858216,2409,0
Shale,6.938397849478664,994.5312226346504,Fault,0.5635515809671046,2.210385367194489,1928,0
Sandstone,7.307133775938958,956.6142865947074,Dome,0.8523740974825584,1.3719354510285264,1447,0
Sandstone,9.181414986863144,843.6356899563885,Dome,0.3861869441194644,0.6596110421173423,3027,0
Shale,1.9105430250755018,688.6855055065366,Fault,0.06117988091840654,4.724763759111688,1848,1
Shale,5.313814325947622,295.57076244162727,Dome,0.37441917690229676,0.6582030793912996,880,0
Shale,0.15418882756680907,913.499525225868,None,0.20731267324274139,1.7538629230056473,2204,0
Limestone,13.362285633173604,276.2811134511075,Anticline,0.9392070170650174,1.5243399630372312,809,1
Limestone,2.5276613225391387,801.0086851821557,None,0.6972743463759475,4.33168948479276,3914,0
Shale,20.47957815132597,918.339909773365,None,0.050832664213348644,2.050312242392853,1998,0
Limestone,7.068685535749451,603.4008365894816,None,0.29298853726260643,0.6202174961718215,3394,0
Limestone,28.307224321055315,803.2531616732877,Dome,0.05021596492080693,0.051305142022476935,1160,0
Sandstone,26.137548821959577,791.9034041025449,Fault,0.830016670374786,3.6097480173726244,3947,1
Shale,8.683226849046248,193.9645933698589,Dome,0.9062964019071609,3.572505462839251,2773,0
Shale,23.496463639700362,668.2565491224885,Anticline,0.11227960583907437,2.0889183565661384,1997,0
Limestone,24.097347139944187,94.3744689675391,Dome,0.44029004600869615,0.6315400015616179,2572,0
Shale,29.596893423432313,508.34229299434384,Dome,0.9318832818364259,1.8581690628637393,3936,1
Sandstone,17.93519960537055,163.07331259243693,Dome,0.14521168671467055,2.9494122545851544,2642,0
Sandstone,2.4589720393098657,416.9331492976352,Dome,0.2919035906563149,3.519714709034205,2105,0
Sandstone,19.405116867791428,833.1490926237392,None,0.30427465017265587,0.391199462171381,1931,0
Shale,18.749392451281057,987.1806717905741,Fault,0.030058312201998505,2.781537353073395,2450,0
Shale,19.150517322612952,318.6418718279581,Anticline,0.03627323468999066,1.3806203922406879,4422,0
Shale,9.214369443126346,532.4237430843934,Anticline,0.9527928270829129,3.086331435668213,958,0
Shale,25.79038755240999,511.78672634611803,Anticline,0.571092608986254,3.240700614323804,3448,0
Shale,28.784165488662357,954.447108321235,Dome,0.30664832142861786,4.553018508873593,837,0
Sandstone,6.531375389344546,479.10514870034075,Anticline,0.3786746607065845,2.0518918769448,4443,0
Limestone,2.6445647440993336,699.4070991942981,None,0.7148429288450242,2.687953300676588,2513,0
Sandstone,5.8360509950545225,921.8674438754176,Fault,0.36651720355462036,1.3410756138025466,4520,0
Shale,24.616564177671563,374.0051809773032,Dome,0.22776040309328827,1.432785120725637,844,1
Sandstone,20.299339044595424,902.2201160071422,Dome,0.1018373415997994,0.23016890780681254,1442,1
Shale,19.081420270173798,917.5387656691225,None,0.7289330117180371,1.4303447114925316,845,0
Shale,12.053794053282735,930.7318414631635,Anticline,0.18056501667522473,0.3191434479532895,4394,0
Sandstone,17.33483914534307,271.175739285955,Dome,0.06964826992629758,4.819578952929148,3819,0
Shale,9.236223758231022,400.9552386756885,Dome,0.426954445496477,3.1213161768805224,4195,0
Limestone,14.316002382538839,870.5255123174762,None,0.03957096181135378,0.8657428059314703,824,0
Shale,23.79189085111968,359.80266245613836,None,0.9649980583428868,0.5838317991016756,2638,0
Limestone,29.437247923663865,600.6527799005715,Anticline,0.6272929675748398,1.850613102387717,4889,1
Limestone,27.974667707694056,118.93645275279191,Fault,0.1526968104465608,1.5382366230942068,4112,0
Shale,28.015978285387465,57.218713123129525,Fault,0.17245408644846083,1.396273904572265,1023,0
Sandstone,12.066712045413372,412.5819955026804,Anticline,0.5698284802728454,2.340980224655106,3397,0
Limestone,14.063696415203728,579.3376160601248,Fault,0.3565657573377936,4.564369214882317,4240,0
Sandstone,21.169061891069447,393.3064142455824,None,0.7742667441877137,2.8402512720151485,758,1
Limestone,27.66575784153853,578.1580343906811,None,0.5458064856189166,2.6061575229330955,1610,0
Shale,4.2598277805625395,515.5692917956133,None,0.4333338755249413,4.03274217580529,1320,0
Shale,9.127255914815873,686.0215220567898,Fault,0.9629802480652716,0.020123057984445802,3288,0
Limestone,4.177405337823286,649.8828986343244,Fault,0.390729056209689,0.9869283457761674,2063,1
Shale,18.36025589878366,424.8214575033735,Dome,0.40061092379734353,2.4809296719441805,1707,0
Limestone,9.189029906626127,425.57024517944336,Dome,0.665772421060789,3.5265453026103333,808,1
Shale,9.783235575377203,141.63756167221976,Dome,0.8094785841221682,2.425140974698192,2339,0
Sandstone,2.1274787846393775,513.7253335243627,Fault,0.6262149908585453,0.8185799065043858,3852,1
Shale,10.493881854227759,587.5919490075611,Dome,0.6986102220544285,4.649914088307882,1883,0
Sandstone,25.87489522204756,477.0129079564724,None,0.37293156856661114,1.6433256555272262,2806,0
Shale,6.992184356725049,326.381627751912,Fault,0.4794968364782597,3.94107840697252,1680,0
Sandstone,20.85562398630197,721.9268957074842,Anticline,0.1970350864679633,4.457066672988064,2972,0
Shale,18.88885034815778,75.58698300057884,Fault,0.6802464906985235,1.7322468884433322,3186,0
Sandstone,25.90453825107346,914.5259293842932,Dome,0.22145194042670946,4.226558906650523,3467,0
Limestone,3.968638429531147,21.622796106247492,Fault,0.001256795393811183,3.5538684158339873,4945,1
Limestone,29.327698810351297,962.3877833048397,Dome,0.9337621198067512,4.521404183310031,1460,1
Sandstone,17.478859381210967,462.89324533372775,Dome,0.3060152412145538,1.2565535086148882,3956,0
Shale,29.86422457040443,413.2572740595376,Anticline,0.1966320424660023,4.656388030691378,937,0
Sandstone,27.345441775975523,257.1875734457249,Anticline,0.2681467309657759,0.3265323833496514,955,0
Shale,6.645518163393174,11.061063697450885,None,0.33044769761864756,3.9683564265282447,4317,0
Limestone,1.6848602970993931,275.515474157378,Dome,0.4745464264481737,2.1783251035081634,2069,0
Shale,7.669172813860846,110.29052553487361,Fault,0.06935167101859663,0.8894498342648033,1603,0
Limestone,15.826909469982596,660.1610218507013,Anticline,0.05267315620545088,0.3970147755133979,2118,0
Shale,5.1478910119557,319.7558973484055,Anticline,0.2929107655380726,1.9477375694946901,4112,0
Shale,5.023792335539655,767.4121490752578,Dome,0.2957661311970958,1.9466196086326049,2012,0
Shale,13.877806413154593,207.70927115877083,Fault,0.11764622781423506,1.1497869215349272,891,0
Sandstone,0.9980391350807527,900.3346225746774,Anticline,0.40479159432053424,1.0775769917642142,3121,0
Sandstone,3.6566424759681135,523.4585335907267,Anticline,0.2840286682027823,1.9975714902340802,1420,0
Limestone,12.475840182238427,115.39169027251243,Fault,0.026055552795070103,2.0505694160257866,2957,1
Limestone,1.8938972762389938,401.4443904178255,Anticline,0.8857207804211108,2.211823995815961,4100,1
Sandstone,11.90265169366588,207.55376354569188,Fault,0.8860190180435904,4.34379693363884,2288,1
Limestone,14.220187978453353,200.48574074201102,Dome,0.20918225291347403,3.0562725321137876,760,1
Sandstone,13.537998422193432,506.8633679145567,Anticline,0.16287222816434788,0.10216583035762505,2513,0
Shale,26.075245722092617,672.2201236207362,Dome,0.5472927643469817,2.5954962088109186,1835,0
Limestone,15.901873651551973,911.7065872979248,Fault,0.6307535029814308,3.812256479928773,834,1
Limestone,14.039413874341301,502.65984875288973,Dome,0.9575425574470728,0.28207153322258594,3279,1
Sandstone,12.321277361749987,965.8729362832719,Dome,0.37734845663981254,2.113039396370533,1303,1
Limestone,24.528701349134586,941.6932172212953,Dome,0.6182003428645584,2.2560507162878354,2937,1
Limestone,26.851698119994992,865.197467454376,None,0.8781810458043096,4.770102261678878,3307,1
Shale,25.597274075913525,500.4772876974561,Fault,0.44995378578085,2.3784197689148017,1440,0
Limestone,20.206397343941724,141.76303974429555,Fault,0.12234575115732604,3.7495013133110113,3663,0
Shale,4.120852379060227,218.68656534556953,Fault,0.3774472858299742,1.5145102260452643,1402,0
Sandstone,8.306099084760367,648.0223327092637,Fault,0.1365669267033004,3.896533255942157,3932,1
Limestone,1.381891910459323,422.3332253039119,Fault,0.016639464201950283,1.613311832486703,1768,0
Shale,27.92472224970342,147.6548301222424,Anticline,0.7515530563490262,2.150117936725049,523,0
Sandstone,19.823955890727312,479.5149397056711,Anticline,0.23842370049535555,2.3974113890584894,3248,0
Limestone,22.390886529397246,18.41311495654388,Anticline,0.002007045838974042,4.631814847090057,2950,0
Sandstone,9.347152187466868,734.1614755286936,Dome,0.872432357535145,0.26726773902433776,1896,1
Limestone,25.369605668320272,74.50771319520118,Dome,0.4437888384909059,0.984335755054036,3857,1
Sandstone,7.788098511254356,629.4845062922069,Fault,0.2388598796332252,3.528713730987519,4404,0
Sandstone,0.049312713373490524,793.2172973179738,None,0.26278997235541923,2.887888299409844,2988,0
Shale,11.292448875620819,133.51123057951156,Fault,0.24053789330505027,1.2576569520748793,4166,0
Sandstone,17.122844428772204,519.1200519753465,Anticline,0.194556161189272,1.446004437455024,2257,0
Limestone,14.361145738965677,779.2884468451101,Fault,0.8412262245742964,1.8365474280433998,2378,1
Limestone,25.86228427729791,261.3728213022444,Dome,0.17033163436986953,2.2517347466516426,3032,0
Shale,3.162158578685008,163.75367640861748,Fault,0.5618546838793986,4.09013661626389,4014,0
Limestone,16.614703219011766,337.48229185648944,Anticline,0.07732024467218734,0.06907738235981287,4273,0
Limestone,15.389380494627222,555.1444774067324,Fault,0.9495213761786002,4.490098706067392,2578,1
Limestone,8.441789465164891,575.7043152598952,Dome,0.6033139044459218,2.0651355581576407,2557,1
Sandstone,24.666843377310318,131.74545712422932,None,0.9031525112022932,1.1524875878320655,1177,1
Sandstone,22.58545967646619,458.1112788262977,Anticline,0.3978777794754952,2.5420634976367262,3474,0
Limestone,21.98577561995493,269.01391334394833,Fault,0.8106720567624114,3.2983502134978915,784,1
Shale,26.285774348086683,842.1821938468858,Dome,0.8536544794493112,0.22376109596801752,2700,0
Sandstone,21.683538018645635,314.2615569319667,Anticline,0.7029492911786699,3.578886758330413,4966,1
Shale,6.955238751441794,838.8658200093257,Anticline,0.09294746645370633,3.8038059379193125,2340,0
Limestone,21.166881349490733,429.13604798919033,Dome,0.01608008640590597,0.8309114216170965,2378,0
Limestone,9.231084401695316,726.8591800606268,Fault,0.1685596720562218,0.8394071418845145,2110,0
Sandstone,7.2652395104241165,510.55016831559954,Fault,0.11809675696667843,1.0189227727043844,4462,0
Limestone,2.1901077869888197,622.3406615068455,Fault,0.7251376641998437,3.983143560336519,4736,0
Sandstone,22.3208574104303,395.9611543505217,Anticline,0.5570068206893427,1.3600152796559457,3659,0
Limestone,21.330028858494337,768.4385610396832,None,0.5259508645456058,3.9796791902717725,3998,0
Limestone,7.034984330222812,425.76419419008465,Anticline,0.25286730032814053,2.7026192946942453,2631,0
Sandstone,22.48137050172468,458.00418493923604,Fault,0.15460753673704164,3.8358566508590437,3814,0
Sandstone,27.53522649280659,518.1609895627263,Anticline,0.2065479697688959,2.768365208398054,1878,0
Sandstone,3.2408687247473775,831.9922942675975,None,0.40027700741448013,1.6788444960589537,3577,0
Limestone,6.979099151603249,659.7195496728634,Anticline,0.7401432067609529,4.5535707132902905,3514,1
Limestone,22.507823822619464,349.811226179184,Dome,0.25451661653646995,3.576478309287321,4392,0
Shale,8.235200205212347,670.6493143475612,Fault,0.6986130012587202,2.420274012578358,2215,0
Sandstone,18.739919228511503,642.7841464355687,Fault,0.4915118204048434,3.187142381876347,952,0
Limestone,2.4349267339114355,931.0882566038247,Fault,0.885440848510793,3.0792167793449647,841,1
Limestone,13.566074373106161,841.5750195893246,Anticline,0.2329145608890334,1.7905810825213502,892,0
Sandstone,22.172742659788593,647.7994768274968,Anticline,0.4508566826176089,2.118858733897609,1769,0
Shale,20.595418291297577,342.16560357335953,Anticline,0.09666476716567107,1.5912838881656033,3550,0
Sandstone,24.452163020274206,779.7968724124082,Fault,0.33515314262232065,4.997590657077265,4559,0
Shale,26.323563798095066,575.6330847697382,Anticline,0.506880444032203,2.9003222699219466,1470,1
Limestone,23.195505037762747,985.2847181128008,Fault,0.7327402143357924,0.4602766054873114,2705,1
Shale,20.14763228816778,248.25862244123422,Anticline,0.19807712005863176,2.595535918508178,665,0
Limestone,0.9516747544809345,80.57618508995607,Fault,0.21809212840646586,0.24980982335919943,754,0
Sandstone,16.04900020228332,70.82192007605974,Dome,0.6315778405210494,1.4432602415648295,801,1
Sandstone,1.1309317474455838,640.3903579633287,Anticline,0.3824577834543116,2.2298055798809155,3603,0
Sandstone,24.24203451348068,939.3209686826123,Fault,0.48209486723234785,2.6713524330095595,4340,0
Shale,9.621735733798728,2.929982377213683,Dome,0.8361348687787407,4.880906998641274,3056,0
Limestone,16.87288122353763,726.0452759108196,Dome,0.49908330106452514,4.9111086190207605,2005,0
Sandstone,8.383359219567078,657.4081173504125,None,0.6524993806091711,0.490346849531772,1756,0
Sandstone,23.475004331408808,732.5718880272464,Anticline,0.6567750416599722,2.690663363814446,2762,1
Limestone,26.595075799257078,356.0500013555732,Fault,0.8036119429560182,4.08554697596057,4840,1
Sandstone,11.959274826391919,820.6759482131972,None,0.6381394884910242,1.1885641012637738,709,0
Limestone,25.88767180532967,45.66222448744309,Anticline,0.06480982565386251,3.752815492942358,4293,1
Limestone,8.012250223689971,755.6756695214056,Dome,0.34217298268684015,4.393095278524896,3547,0
Limestone,16.039827692265714,267.80486940773864,Anticline,0.98931618350921,3.312436980177293,1480,1
Limestone,25.762842895161118,477.36093708321346,Fault,0.19651028880791876,1.6385167442255943,2619,0
Limestone,9.77644027847371,822.8136352856633,Dome,0.5867290784146886,4.615661596702863,4245,0
Shale,28.621267952342574,272.08767615594587,None,0.8429406398772615,4.4176004683708445,677,0
Sandstone,3.6563850534415088,186.0223041322496,Anticline,0.586558560747354,3.5791265939701877,2046,0
Shale,0.548252091705187,681.6318721625363,Anticline,0.37227025812667724,1.8183405671858655,2534,0
Sandstone,27.12406057734572,533.8614966152977,None,0.08022856271770573,3.9594818119739967,798,0
Shale,2.059459984436167,514.8894648774383,Anticline,0.36166490253609496,1.5805449075107059,3067,1
Limestone,29.75667587842475,257.51274602237527,Anticline,0.18206751157428958,1.2647642566678536,4066,0
Sandstone,28.541905859373184,35.845425514207626,Anticline,0.96086281628198,2.5750669345564052,4539,1
Sandstone,4.11062730108962,410.85886919338515,Dome,0.7150318415582864,4.985676125006254,774,1
Shale,16.127538770776976,107.4529209873002,Dome,0.7493831543598622,4.021609707170605,3495,0
Shale,5.54760892401433,906.083161498553,Fault,0.4359692660003781,3.648963660591619,552,0
Sandstone,12.844655190903595,42.20907314825879,Anticline,0.10996482813170616,2.2600637334698863,1923,0
Shale,1.8427538777949803,432.21920333019705,Fault,0.266716486167321,1.5597500459290803,2127,0
Shale,6.717737633897686,53.193338117127055,Dome,0.25971110406633013,4.279503815752579,988,0
Shale,10.898183891966987,96.44833069020156,Anticline,0.48677935080154366,2.838663899905096,2854,0
Limestone,13.159425007381644,659.2078002551,Fault,0.46097978669335715,4.066274755609495,916,0
Limestone,29.324887746266796,647.4641497131205,Anticline,0.4334082173718403,2.438768547854893,3056,1
Shale,24.235969370519438,34.019142684560336,Anticline,0.495977466692741,3.7697874700605016,1420,0
Shale,22.122298329358387,2.1303436457493254,None,0.987023081981475,4.338705293358474,2053,0
Limestone,16.111239442259226,79.73925916554121,Fault,0.29835363065288334,1.9569501323499976,3185,0
Limestone,25.1999328181303,763.2358988142303,Dome,0.6152691603435876,0.0678478495200796,1165,1
Sandstone,10.179685069671333,584.9918962787557,Fault,0.23950774404030484,1.274632830104545,4601,0
Sandstone,21.26697338319948,39.080126943303114,Fault,0.46660626592618204,4.574575205422045,2969,0
Limestone,29.813519261345164,488.60891885695446,Fault,0.2000492331463749,3.4377113027614548,1974,0
Shale,9.438867268055963,712.3173276973969,None,0.5581922352997577,3.686093582184702,837,0
Shale,20.22052604651902,869.0824432062054,Anticline,0.2650117864836675,1.6264430713271072,3659,0
Shale,25.329445924571473,934.1024541683515,Dome,0.03678891671883078,3.5063649233749756,768,0
Shale,27.47422750052017,328.1131223911126,None,0.81527109147282,3.231410727047126,1587,0
Sandstone,21.537980728203053,136.69659598485245,Dome,0.1282551121204175,0.8918683173851449,1793,0
Limestone,8.508237702514087,237.68899481071603,None,0.3680387991169056,4.843453887153223,1156,0
Shale,9.788464547068394,776.3953205481835,Anticline,0.4771776091112029,1.7701279667386998,3328,0
Sandstone,0.6227409637189263,971.5127308272683,Dome,0.43248000042192736,1.646434869200211,4473,0
Shale,22.82657933014529,466.92722374302014,Fault,0.725665763690009,1.8458077211509898,1836,0
Limestone,1.2821881818585412,306.047860334242,None,0.5967765959309443,0.45859807660384666,2856,0
Sandstone,25.939570638082373,429.76139137807445,Dome,0.29537118270748597,3.1248175854660794,2167,0
Limestone,3.559818434236164,305.5083315004873,Anticline,0.05170299984067017,1.193121218731984,2325,0
Limestone,5.156295364077728,257.23103568394714,Dome,0.7675951182531763,4.016563781920905,4530,1
Sandstone,14.29579412496712,594.1570016547723,None,0.3525271266784217,1.970780900669729,1712,0
Sandstone,22.13641245506227,16.720244393170855,Anticline,0.8897247409999692,2.29279241145326,3268,1
Sandstone,4.17006615597233,260.29269641632317,Fault,0.3950567736032504,3.232110270577795,4915,0
Sandstone,13.202132251994954,661.7206957671441,None,0.7176586061377073,3.8093556697686957,3558,0
Sandstone,14.485538232303144,33.03063361049822,None,0.9395647032346792,1.1555765242405585,944,0
Sandstone,6.36856925005774,84.11861469242605,Anticline,0.6511524506354798,4.83147164859073,1897,1
Sandstone,3.4667513004189523,294.10274864099904,None,0.4134889133975048,3.111607729833406,4881,0
Shale,25.092627689569184,877.9269938103758,Dome,0.5673992687859428,0.02819311750193787,2718,0
Limestone,15.073969492882966,765.1212740051309,Fault,0.5434451885418926,2.078111049617756,4176,0
Sandstone,0.4314370795245892,23.134472786827278,Dome,0.5848200366533628,2.184089103153771,2810,0
Shale,24.089439039273117,502.2111038718034,Anticline,0.1468199856413458,4.045824879871985,4540,0
Shale,29.423814162437544,275.41280649342934,None,0.69850988240131,1.5256988706025192,4106,0
Shale,18.17778586242742,648.9970134030009,Fault,0.14504327166918718,1.6561325814748173,2327,0
Limestone,15.111251612522121,721.8323287108677,Anticline,0.014616884317613987,0.35247046426283957,3719,0
Sandstone,26.35247589134885,862.9997145521533,Dome,0.6247801006840635,1.417730122629074,2572,1
Shale,28.57550369053796,475.94082086691026,None,0.1169135721755914,3.5848085074292504,4689,0
Limestone,22.636107477073814,994.4556384570388,None,0.7704116367112732,3.173784597799098,2830,1
Limestone,13.363587892028635,980.0061211798222,Anticline,0.8659659535008205,0.40697044003947025,1185,1
Limestone,17.766641979943213,882.2845577465621,Dome,0.9447367902839263,0.5734694605739149,1184,1
Shale,21.028060950539977,575.2946256629127,None,0.6644769629063916,1.8846298196255402,3437,0
Sandstone,5.828207130054043,398.6084310663112,Dome,0.48201489289230415,3.718788810705049,4211,0
Shale,13.41603096649314,365.0219238296452,Fault,0.3522810807057991,4.1645913906431495,840,0
Shale,24.89463794151855,13.112625337657084,None,0.4909250939863308,0.07312021505008703,1233,0
Sandstone,19.64176045495329,249.92532274512413,Fault,0.1903522283603135,1.6450528865370035,1996,0
Sandstone,12.336122016355622,719.0894267142154,None,0.34842264778909304,2.121309318142875,4393,0
Sandstone,19.900876020440442,604.0284677931735,Anticline,0.7179305248344978,4.555664053952283,3454,1
Limestone,3.546672362173796,916.5057669783661,None,0.21742297113421316,2.5070327885472143,1631,0
Sandstone,12.04492831694629,50.97224464964131,None,0.264067135673665,1.3485038262284188,2232,0
Shale,23.79385613889169,156.12132657415327,Dome,0.7493282557078487,1.950235325819224,3535,0
Sandstone,6.61526361409944,789.454545562778,Dome,0.1778359358272208,2.182172207473736,3213,0
Shale,5.578845226722531,359.14912356413845,Fault,0.24588758647337772,3.3499793676463923,2979,0
Limestone,28.524559797492945,119.22698838416004,Fault,0.017547562822650353,0.20543891483712606,1919,0
Shale,6.296928887586921,996.4540545949891,Fault,0.7200515995351068,1.9472583151217515,2489,0
Shale,7.827557389505042,787.4630523666935,None,0.6179035655664339,3.232773184572257,987,0
Sandstone,29.088478167130138,409.33229572136446,None,0.6943854525115413,1.4166115768219871,4319,0
Sandstone,22.04125710795077,823.5241294691941,Fault,0.21432776195331316,2.9587550333207706,1941,0
Shale,20.987895990705844,680.9232662490342,Anticline,0.6873763907278714,1.7863946505202204,2890,0
Sandstone,25.587791515637438,790.1847848102635,Anticline,0.5963766176932567,3.7936043375338775,1884,0
Limestone,3.474692467103828,815.3911711880842,None,0.3661229792220033,0.30298848231246733,2656,0
Limestone,21.178687097400214,85.6439546070276,Anticline,0.4378258116344047,4.589809903506782,4896,0
Sandstone,15.110658279847167,623.3499148004075,Anticline,0.5679205032734082,0.8580627397448781,1891,1
Limestone,24.874519208524195,7.778767423850764,Fault,0.4932921760875567,0.7927354337467457,3642,0
Sandstone,15.24425155995583,44.41279005486945,Anticline,0.6418280659693711,4.203214723866063,768,1
Shale,18.607240628067363,904.076029046785,Anticline,0.18097957760599515,4.346414615119444,4417,0
Shale,14.332263791986078,528.0361576354487,None,0.5407099549161969,0.46486656722900144,2024,0
Limestone,14.344767706675324,736.1660838826563,None,0.4502794828645408,4.543594640074551,977,0
Sandstone,23.039099341854946,838.6624894527029,None,0.46102049401399825,1.3664893336448813,4771,0
Sandstone,18.856992019418495,949.6371807970205,Anticline,0.4693820505825953,3.0931084270402778,738,1
Limestone,18.997896048282314,869.4834950748731,Fault,0.8814719638223172,0.34296745203947876,1109,1
Shale,13.508474514945775,483.82813724859665,Dome,0.8186274411366156,1.9033055056410046,4924,0
Limestone,15.933284890125828,336.63433707313095,None,0.6295699611705368,2.253623045522689,3897,0
Shale,22.37152998614362,155.33874296983214,None,0.7164869356023688,2.999132846781553,2331,0
Sandstone,24.778227573357547,400.9211610047927,None,0.042802636068106636,2.6263598570723286,1654,0
Shale,20.896842064321383,367.1270855820023,Fault,0.7439917193796687,2.307464807457963,2251,1
Limestone,27.722189665370493,560.0152671139175,Dome,0.4861646884536487,4.79820105882794,4098,0
Sandstone,24.609722644416028,665.8438993484563,Dome,0.3177475645481276,0.9251138849387958,2985,0
Limestone,16.855913694285555,978.3471509686024,None,0.13977696593814293,0.7899711532333409,3838,0
Limestone,20.142182179312105,728.6577999146317,Anticline,0.0752087903519918,3.567095304503358,2833,0
Shale,27.78924830763588,644.1047839104804,None,0.044885685496723116,0.3727594243511606,4886,0
Limestone,18.57504132729175,335.7573418340742,None,0.16179617489024078,2.4144572799713835,4963,0
Shale,24.74420843939492,35.46937262182765,Anticline,0.030143794797741652,2.4202655957610357,667,1
Sandstone,20.66431510769961,288.83700372583706,Anticline,0.732642242442521,1.5501266547954566,4042,1
Shale,16.558090831813995,768.6794525591581,None,0.2486141190217397,4.652218708400989,4509,0
Sandstone,7.255145862460593,206.06666886299794,Fault,0.36874042693200915,1.4127171754800572,577,0
Shale,12.779925584052844,712.4760054804403,Fault,0.8227162138158829,1.4422097611912328,3398,0
Limestone,29.03228474501147,580.2000627268465,Anticline,0.11465749652459067,1.1714998211186056,1608,0
Shale,19.732961498178,172.68501288071442,None,0.8355940302362127,0.7289401761028153,1391,1
Shale,16.931861410169688,262.3631814855381,Fault,0.6395403505502881,1.820055276742264,1724,0
Sandstone,27.98869876584682,496.80729988299004,None,0.34202951460460307,3.4044363000021507,1064,0
Limestone,17.595353431123463,418.95633040273964,None,0.11780721306768427,3.710814313853779,3359,0
Shale,15.782475552522088,778.7852836992128,None,0.09149269734091248,4.067094582153405,801,0
Limestone,22.779325654506156,734.6702379007038,Fault,0.3355143460793206,0.9877194426577929,4889,1
Shale,21.379968569596333,574.999928969544,Dome,0.14034197271804583,0.1781634411986488,608,1
Shale,5.794800252252982,822.4524367614523,None,0.2677102964752748,4.873429292441959,2912,0
Limestone,14.139248237223635,563.1068711436243,Fault,0.05295580045132453,0.07166259643214268,3147,1
Shale,14.175463284587558,964.4248674006029,Dome,0.5950084216966989,4.803394189790293,3225,0
